age,job,marital,education,default,housing,loan,contact,month,day_of_week,unique_id
39.0,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,83f7e9f4-c150-4cc9-aace-5a57d2fb853c
27.0,admin.,single,university.degree,no,no,no,cellular,jul,mon,47752849-8ed4-4cbc-93f6-c0ffdd936b44
30.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,37c758c2-cc6a-4c2a-86d8-e605767725fd
37.0,services,divorced,high.school,no,unknown,unknown,cellular,jul,mon,3f81db33-3c67-4e48-9ffe-0f421c1382a3
40.0,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,ffb2395f-2060-4b52-a213-11bf103fde8f
37.0,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,effae7eb-0e87-4546-b104-742110ecb958
29.0,services,married,high.school,no,yes,no,cellular,jul,mon,92c72ebe-1af7-44b6-8d76-d3e78b9d0089
48.0,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,jul,mon,38e02ac4-7bc1-44d8-8b59-c8437ff119a0
43.0,services,single,high.school,no,no,no,cellular,jul,mon,bb389868-269a-45b5-86ca-05bb7ad5a2c5
28.0,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,587a86ea-587c-4dd9-b92c-15670390df82
36.0,blue-collar,married,high.school,no,no,no,cellular,jul,mon,914675ec-75f1-44a3-8a97-87b6cd7b8520
43.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,f50bf835-3b4f-415c-9cbb-a078ec3ed927
33.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,6eb177fe-957b-4d36-9e11-8d830483c526
43.0,admin.,married,high.school,no,no,no,cellular,jul,mon,101fff69-0281-43ad-85ea-41349ef26162
38.0,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,40fa6bd1-5b16-4fa9-ae1c-114fbe58a409
29.0,services,married,high.school,no,yes,no,cellular,jul,mon,3b73a7f2-1585-425d-884a-dd390c809c0b
55.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,107ae881-07ac-4bab-94ff-189727ed1c7e
34.0,blue-collar,married,basic.9y,no,yes,no,telephone,jul,mon,23da8011-9d7d-4f29-8570-16e0e124a874
59.0,technician,divorced,university.degree,no,no,no,cellular,jul,mon,a20bd5e1-f6eb-40c2-8eca-fb5e3e29e73b
49.0,blue-collar,married,basic.4y,no,no,yes,telephone,jul,mon,7c4b532e-920e-4f45-9d70-9690737604b1
43.0,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,028b73c4-a0ed-4f5a-a8e2-d4fb64280c67
52.0,management,married,university.degree,no,yes,yes,cellular,jul,mon,b703096b-3902-4c51-b993-1f7db76081f5
47.0,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,b7a3aa81-2e06-4a71-a430-054db68ef8d9
35.0,self-employed,married,high.school,no,no,no,cellular,jul,mon,bccce27a-dad1-420c-b0aa-1713893dd421
39.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,869af986-858b-4d6f-b88a-033b11613c25
34.0,services,married,high.school,no,yes,no,cellular,jul,mon,195b69b6-b987-432c-b48c-1cbbb5b9ea9a
39.0,technician,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,d3e0c883-8fbb-4694-8c35-0e0d043937ab
42.0,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,e79bf53f-4a5a-43a0-81f3-0a597bd0f8c2
48.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,ce6cd760-047f-4058-9dc1-6326ec57ee2d
36.0,entrepreneur,married,unknown,unknown,yes,no,cellular,jul,mon,405afae6-4799-4134-8396-0546ff83eb37
56.0,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,889971c1-49bc-40ac-adf1-b7ef7635f903
51.0,technician,married,professional.course,no,no,yes,cellular,jul,mon,65cf3565-66e7-41b3-bfa7-2f9fdbcc7a2d
41.0,technician,married,high.school,no,unknown,unknown,cellular,jul,mon,c3c3bf88-239a-459e-93c2-b9422ebf70b4
47.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,111722a2-74f7-49c7-999d-0a03f8097e07
39.0,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,mon,97c856fd-9283-4cb2-a1ff-634cbf93ba27
47.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,c73328d7-5818-4d91-b55a-660e3a666582
60.0,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,4129d3f6-b25a-4c1f-bc4c-398b8d7cad63
52.0,retired,married,basic.4y,no,no,no,cellular,jul,mon,a5b833ed-31cc-44d2-9c94-9053448ba839
33.0,technician,single,professional.course,no,yes,yes,cellular,jul,mon,0f70c1db-159b-483d-8ff6-7ca2b7e9346b
47.0,admin.,divorced,high.school,unknown,no,no,cellular,jul,mon,cfa1ca5e-9c53-4b3d-8633-ca531d520302
42.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,9e8cd728-560f-4c1a-8d46-7f9d250f5e7b
37.0,entrepreneur,married,basic.6y,no,yes,no,cellular,jul,mon,0a421b70-61d0-48bb-98ca-3579f8ce311f
41.0,blue-collar,married,unknown,no,no,no,cellular,jul,mon,3c4636c6-af9f-4d49-a279-06aa5770ff1c
54.0,management,married,university.degree,no,yes,no,cellular,jul,mon,568d937a-3e33-478b-8acc-9c4928b06c0c
31.0,admin.,married,university.degree,no,yes,no,telephone,jul,mon,534db7bc-cd52-44c0-b7dc-35f0a3d32e28
44.0,housemaid,married,high.school,unknown,yes,no,cellular,jul,mon,a80c0277-ea20-4277-bc95-ebd6343afafb
45.0,services,divorced,high.school,no,no,no,cellular,jul,mon,2e21d7a0-6e27-4fda-b4ac-72f3d2f2d06e
57.0,entrepreneur,married,university.degree,unknown,unknown,unknown,cellular,jul,mon,4c5b56e6-ff4f-40a5-af96-b8f714fbf643
36.0,technician,married,university.degree,no,yes,no,cellular,jul,mon,528d418b-f4e3-4e5b-8c84-84d092baf61d
49.0,admin.,married,unknown,unknown,no,no,cellular,jul,mon,71de8baf-d1af-4d4c-a32d-e04387040a7a
40.0,services,married,basic.6y,unknown,no,no,cellular,jul,mon,504ff381-29aa-42a6-8e8c-cbb031841b3f
46.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,1bddbe0d-4c93-46c9-a757-75baeb0dd4a0
29.0,technician,married,professional.course,no,yes,no,cellular,jul,mon,2fab4a0f-5d78-4ee5-8af5-0a5baba4893f
43.0,services,married,professional.course,no,yes,no,cellular,jul,mon,2f44bc92-e2db-4115-8e41-de2b05167d77
40.0,admin.,single,university.degree,unknown,no,no,cellular,jul,mon,244a146f-842f-4f74-8f05-037223d7f0c3
28.0,admin.,single,high.school,no,no,no,cellular,jul,mon,d5fe65e1-4205-44c8-8d76-ff8e22d070ad
40.0,services,married,high.school,no,no,yes,cellular,jul,mon,1800c5c0-eeed-44dc-ad70-6c20b959f179
53.0,entrepreneur,single,basic.9y,no,no,no,cellular,jul,mon,80d3a2e5-c3ed-443e-9443-349421d0db4b
51.0,blue-collar,married,high.school,no,no,no,cellular,jul,mon,202a3267-32d7-420d-8d8e-37bfc2183669
58.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,778e0f5f-1bfc-4fbe-9379-c521736a9928
35.0,technician,married,basic.9y,no,yes,no,cellular,jul,mon,4f7a8b8d-0408-47aa-b157-cd5e3164637a
27.0,admin.,single,high.school,unknown,no,no,cellular,jul,mon,d5ee1a58-0eef-4109-a90c-38f93b2183d7
41.0,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,mon,23fabcc0-cfd5-4872-99ef-b4e3651afccc
48.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,98560c52-64bf-47b8-92b8-a71b72bf3fd1
33.0,management,married,university.degree,no,yes,no,cellular,jul,mon,e18887d3-5942-40d3-bee3-9ede221369a0
40.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,mon,55f33789-1d48-47db-8473-968869a9cef6
52.0,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,e186211c-a7f7-40f2-b300-76889bb84358
41.0,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,094935ac-f4dd-4759-8964-e1dadaf7663a
34.0,services,married,basic.9y,unknown,no,no,cellular,jul,mon,7eed7184-15be-4adf-a590-5373e2078e1d
34.0,services,married,basic.9y,unknown,yes,no,cellular,jul,mon,a96ffbe1-ddb6-41f4-9f75-189417fb4ea7
46.0,admin.,married,university.degree,no,no,no,telephone,jul,mon,79ccefeb-fe03-4e5a-89e5-66f15fe38fbf
35.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,866f3573-851e-410d-8fe3-d1b3e290b436
55.0,retired,divorced,high.school,unknown,no,no,cellular,jul,mon,10371c9e-9e79-4ef1-9134-ca49f7ed1a42
30.0,technician,single,high.school,no,yes,no,telephone,jul,mon,d6c17dbb-0072-464c-986d-4694acec3112
37.0,management,married,high.school,no,yes,no,cellular,jul,mon,8115556f-078f-4a5f-b727-4abaceb27f24
50.0,management,married,university.degree,no,yes,no,cellular,jul,mon,39f9ad1c-9ed2-4f0f-9b14-064a10e2d13b
33.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,b9570e48-d494-484f-a8c0-345156946f9b
55.0,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,mon,b2e29a30-c248-438d-842b-fa645d55f015
34.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,d207b2d9-9318-4de5-a61c-55c60dafd6b6
37.0,technician,single,high.school,unknown,no,no,cellular,jul,mon,c18ccbba-73e8-41ee-a06f-89e8b05ddfca
48.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,f9117af7-836f-4292-8fd4-d1bf63fb146e
24.0,services,married,high.school,no,yes,no,cellular,jul,mon,daea5524-3c40-47e0-916a-6d41b2d27c54
31.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,a3ce1e96-f8fb-4a92-9466-2c3bdd25ee3f
34.0,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,0bffc8e5-7e94-4770-939e-4d146cd0f271
43.0,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,d99a6f83-957a-4f77-8ee4-c59e5e9d91af
29.0,services,single,university.degree,no,no,no,cellular,jul,mon,36c65a65-3425-4a73-b656-04a723b26b6c
33.0,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,acfb4f04-07d9-4e06-9878-52c7c91d82b9
39.0,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,0f44022a-ce3f-4168-8414-c15aeb5a39be
36.0,entrepreneur,married,high.school,no,no,no,cellular,jul,mon,a7dd84b6-e5e3-44a2-b98d-3abcc9e4a680
36.0,admin.,married,university.degree,no,no,no,telephone,jul,mon,278517ed-e584-4ac0-ba80-e73940b4d9ff
52.0,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,1abf8fc2-a1a3-4e6d-830d-c134a4a28fff
42.0,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,5c1f49b2-25d4-49e9-8676-e05ccc93b241
52.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,8df2f2e9-33d8-4bbc-a77c-112af4b679d4
45.0,technician,married,unknown,unknown,yes,no,cellular,jul,mon,bbf9ad0f-ee24-4531-aa53-1189e78424a2
39.0,self-employed,married,university.degree,no,no,no,cellular,jul,mon,4df124eb-2f5d-4b34-8580-54835f719fc4
44.0,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,5c5c3c37-7c1e-4d9a-b105-535628e5daae
60.0,retired,married,high.school,no,no,no,telephone,jul,mon,9478efde-6726-457a-bf42-f0dc31a25a29
41.0,admin.,divorced,basic.6y,no,no,no,telephone,jul,mon,0a8f57b0-a6c6-4a4e-bfca-d67d5ae0a0ef
36.0,technician,married,basic.6y,no,yes,no,cellular,jul,mon,3a41a4f6-6289-4f82-a11d-a0cebc97c0c0
31.0,services,married,high.school,no,yes,no,cellular,jul,mon,8d8a23c4-62b8-4a80-a212-08c75d827635
39.0,self-employed,single,basic.9y,unknown,yes,no,cellular,jul,mon,ff76b479-368b-4e65-8de4-864a7c9bf930
50.0,unknown,married,basic.4y,unknown,yes,no,cellular,jul,mon,58c6a1f4-63ce-4905-ad33-7926452a04fb
33.0,admin.,married,professional.course,no,no,no,cellular,jul,mon,a599c91d-d8d6-41e1-960b-c5a216126d08
36.0,admin.,married,high.school,no,yes,no,telephone,jul,mon,e0d05c29-2c1f-4f84-bffc-b449881a3b1a
34.0,technician,married,professional.course,no,no,no,cellular,jul,mon,6d98d1cc-1cf1-42c7-ba24-02e5355bd098
50.0,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,761932d1-81f5-4bc0-9a07-030765f82612
29.0,services,single,high.school,no,yes,no,cellular,jul,mon,48bce022-575e-4ed0-bafa-0f90d4278a69
28.0,services,single,high.school,no,yes,no,cellular,jul,mon,700679d3-06f6-48d3-8075-6292a94e7976
46.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,c2c06b85-b1f2-466c-9057-a49e541d52e1
23.0,services,single,high.school,no,no,no,cellular,jul,mon,7f0bbdeb-0296-43e6-93bd-0930e9d520d3
31.0,admin.,single,high.school,no,no,no,cellular,jul,mon,9402fd0a-0490-4f1a-9705-663de307404c
23.0,services,single,high.school,no,no,no,cellular,jul,mon,4b64abb7-6e4a-4dda-9f78-67bcdf97491d
31.0,admin.,married,university.degree,no,no,no,telephone,jul,mon,bea31a86-34cf-459f-bfd8-36c2ac170de8
36.0,services,married,high.school,unknown,no,no,cellular,jul,mon,3c1204a8-019d-4949-a6d5-f973d4242038
50.0,technician,married,professional.course,no,no,no,cellular,jul,mon,e933c35b-c3f4-4fa9-966a-1b5aa609a9c8
47.0,technician,married,professional.course,no,no,no,cellular,jul,mon,935f4289-4bb5-48d2-aa9a-4a1b973aa039
59.0,retired,married,university.degree,unknown,no,no,telephone,jul,mon,904a9251-b11b-4a85-b16f-2475186e2847
32.0,technician,married,professional.course,no,no,no,cellular,jul,mon,29f9d3e0-3669-4eb9-9587-88a9a46f8388
42.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,2e8b29e1-bb1f-435f-944d-4a69d1f80128
49.0,blue-collar,married,unknown,unknown,unknown,unknown,cellular,jul,mon,e1382a76-d4ce-4c54-bac4-63743c8ed3fe
38.0,housemaid,single,basic.4y,unknown,no,no,cellular,jul,mon,7da033b9-20bf-41a4-98d0-a08ca169428d
36.0,self-employed,married,professional.course,unknown,no,yes,cellular,jul,mon,9eb595e0-5098-4e85-b5a4-0131c938c940
42.0,technician,divorced,basic.9y,no,yes,no,cellular,jul,mon,9d57d795-f549-4cc3-af56-905871a4bac0
44.0,unknown,single,basic.9y,unknown,no,no,cellular,jul,mon,a771e452-4546-4144-886f-cbac2b5d26af
27.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,19bbb00e-7a95-45ef-b2ce-4118ff234e75
40.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,6b048c56-a4bb-428c-b8a8-c8734f8b1695
25.0,admin.,single,high.school,no,no,no,cellular,jul,mon,474aa9f9-432e-4c8f-95a3-1ee2ab9edcb9
25.0,blue-collar,single,high.school,no,no,no,cellular,jul,mon,d1a14f75-e336-402c-9a43-db369dbf7876
25.0,admin.,married,high.school,no,no,no,cellular,jul,mon,182c054c-2b8c-4dcc-824a-08101209a741
43.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,7f2efecb-a364-4dc8-b030-699cf0c9bb02
37.0,management,married,university.degree,unknown,no,no,cellular,jul,mon,9694da2e-af32-4243-a2fe-85bce1583006
25.0,admin.,divorced,professional.course,no,no,no,cellular,jul,mon,20dbfa54-4fa7-4158-95df-6c181a8269f3
28.0,technician,divorced,university.degree,no,yes,no,cellular,jul,mon,0f80f1b9-2d26-4c33-9c47-ea63eb02b570
32.0,admin.,single,university.degree,no,no,no,cellular,jul,mon,88c541b8-02fe-4099-9ace-b808f89aa281
52.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,afa3ec78-4abe-4a74-a4a7-a6beeb1afb28
51.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,e189601c-8279-4fa9-801a-303f1052f9f9
41.0,services,married,basic.9y,no,no,no,cellular,jul,mon,bcca62e0-b13b-4343-a450-d05a05efc592
33.0,entrepreneur,single,professional.course,no,no,no,telephone,jul,mon,a9c595ca-326a-4b63-93e6-5f5b45893397
38.0,unemployed,married,high.school,no,no,no,cellular,jul,mon,53ae99d7-4e90-49c6-810c-1bdc49e01927
30.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,0b20ffa2-ba71-44c1-b14b-1115a8b1e19b
31.0,admin.,married,high.school,no,no,no,cellular,jul,mon,a09988be-4478-4a3b-a7fe-ec6bbafb18e9
42.0,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,f1a6d68e-68f4-4115-9518-13e1581c9b95
24.0,services,single,high.school,no,no,no,cellular,jul,mon,36bd0b61-dbc2-449b-af34-82a9ca86eeb0
49.0,technician,married,professional.course,no,yes,yes,telephone,jul,mon,46e6b428-ea6c-413f-8355-29d133f0ee39
59.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,21c3cf9e-a090-47eb-a0e2-4adc00ef8bc8
34.0,management,single,high.school,no,no,no,cellular,jul,mon,42bbd674-c4d7-450a-9c66-4425ed2cba44
39.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,5c654721-28d9-4110-8e6c-deccb77a57d0
31.0,admin.,single,university.degree,no,unknown,unknown,cellular,jul,mon,a3d8943e-c539-49bb-ba97-5cb60cabd5ef
35.0,technician,married,professional.course,no,no,no,cellular,jul,mon,2ee49374-59d7-49ae-acfc-c7139c97b446
43.0,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,4312969b-e1cd-4e6e-9efb-2aebc4349fd6
31.0,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,2f8c3282-7347-468b-90fb-0e5e73eab07c
54.0,services,married,high.school,unknown,yes,no,cellular,jul,mon,8f43f68b-5378-4eab-9f0c-f9a26ffc3474
36.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,mon,575b7468-2c90-4b84-b7ff-5040dd7babe4
33.0,services,divorced,unknown,no,no,yes,cellular,jul,mon,d01d9c04-5110-4546-b623-6a591d84b3a5
47.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,19d84b98-5830-4387-a44e-e946bd2dff25
56.0,housemaid,married,basic.4y,no,no,yes,cellular,jul,mon,42f7d1d6-4d50-489e-9cb8-98cccb7e6de3
37.0,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,mon,aa049cd3-1924-4c36-95e0-16987f922592
35.0,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,62602935-6965-4330-bc22-ed40ffefe9ad
37.0,technician,married,professional.course,unknown,no,no,telephone,jul,mon,86f2f513-8ae1-4385-b36a-244061411b19
33.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,66b37595-34c9-4e4b-8906-3cd457a7cc32
38.0,technician,married,professional.course,unknown,no,no,cellular,jul,mon,3a9baab3-f1db-4eba-a51e-feaee37203dd
28.0,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,2fbd9c4d-a345-458c-95a6-d93e9d4c6406
36.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,ed879d63-427f-4860-bbd7-3f4b0aa5ea37
39.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,0f60388c-cd9c-4455-a1bd-cc37c5fb664d
42.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,e2e019e1-a78a-440c-a5f7-0247a9ee2d2e
31.0,technician,married,high.school,no,no,no,cellular,jul,mon,02fa978e-0a4d-4dec-959a-e37f0dfb5cac
37.0,blue-collar,single,high.school,no,yes,no,telephone,jul,mon,6c99406a-4d30-45d9-8dc3-b5b117016a58
46.0,unemployed,divorced,professional.course,unknown,yes,no,cellular,jul,mon,05e2c19c-c2d4-4fdf-bef0-fe95da6d1586
39.0,services,married,basic.9y,no,no,yes,cellular,jul,mon,bc098e76-2163-4c06-92ff-454acc42ca01
52.0,unemployed,married,unknown,no,yes,no,cellular,jul,mon,ee7f8e57-92e7-40ac-af62-a346e8491fee
28.0,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,0a5abdcd-1791-492c-ae8e-468a396a9d77
38.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,bfd44908-332b-415c-9a34-6aca8a93f2bb
51.0,blue-collar,married,unknown,unknown,yes,no,cellular,jul,mon,4537f5ec-5671-4ece-b869-3ab476718361
43.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,mon,3851173b-a7dd-4edf-8627-f3c13c4a64ba
42.0,management,divorced,university.degree,unknown,no,no,cellular,jul,mon,897fe3bc-7e87-4ae7-b4ee-2e6f86349bf6
31.0,admin.,married,high.school,no,no,no,cellular,jul,mon,3d7ecc64-e2f7-4155-8c30-a22fa8ad655a
43.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,bf36fae9-7c70-4530-80c7-80d8e5fe5bdf
39.0,services,married,basic.9y,no,yes,no,telephone,jul,mon,db5e14c5-06b3-49df-bf55-bbabf553b1c8
38.0,admin.,married,professional.course,no,no,no,cellular,jul,mon,ac06660d-6a16-456d-a39c-ff31850a937e
26.0,unemployed,single,basic.9y,no,yes,yes,cellular,jul,mon,910df0f2-777f-44dc-af41-7bed570b85c2
35.0,management,divorced,university.degree,no,no,no,cellular,jul,mon,02d97e30-1fac-4d16-8e94-14ef5052cdb5
35.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,671b126b-da12-40bb-b3cd-a3da05d81fb9
34.0,technician,single,professional.course,unknown,yes,no,cellular,jul,mon,034e85c4-448e-4c92-8cec-ba1a63aed347
31.0,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,0e15eacb-dbd7-40a1-b26d-f7a58a57d767
29.0,admin.,single,unknown,no,yes,no,cellular,jul,mon,30a13a71-4713-4634-afc6-3e10fa5c0121
36.0,admin.,married,high.school,no,no,no,cellular,jul,mon,737a89da-8f8f-4e17-a25b-bec3be1600dc
32.0,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,93c794fa-20aa-4b3c-8e78-094c0c241fae
35.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,05dcbea5-a695-4b47-bae5-094fc0b91a41
33.0,blue-collar,single,basic.6y,no,no,yes,cellular,jul,mon,50237490-8e61-4f1e-9228-3e1df5c08e71
50.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,28913f6b-e38f-4bde-9c33-4378856d93a0
48.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,37b98787-2180-46e5-804a-e440cdedd20f
26.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,11ad0d9a-d1b3-4bdd-9920-b2d13f487866
39.0,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,9bc356bb-5f11-4400-baa4-95b9ac2221c7
35.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,05d3a51a-9dd9-43a0-b320-a222b7c81e3f
47.0,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,mon,3f936419-e6bd-44f1-96ef-88f93bce8810
48.0,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jul,mon,8d4c680b-10fd-4db3-8a8e-eebb2d4472a4
46.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,c548c4f0-6abd-46b5-8edc-f503d83bd7e7
44.0,blue-collar,single,high.school,no,yes,yes,cellular,jul,mon,2e2ff494-a2a5-43d2-9c31-a4d51808a3a8
34.0,blue-collar,married,basic.9y,no,no,yes,telephone,jul,mon,64f456b3-f332-40b6-87ed-de895e7b8954
36.0,services,divorced,university.degree,no,no,no,cellular,jul,mon,97eb5aef-2b83-43fc-9a83-42d5b1f08c66
34.0,admin.,married,university.degree,no,no,no,cellular,jul,mon,d8a491b7-e62a-481a-b214-88b2f4d53da5
37.0,technician,single,university.degree,no,no,no,cellular,jul,mon,7440cd1e-7af6-472f-b602-8461ab06d30f
44.0,blue-collar,divorced,basic.6y,unknown,no,yes,telephone,jul,mon,f917748e-1303-4ae9-8a22-4024364f15ff
50.0,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,d5c61740-de20-4268-bc7a-ab66305f8c33
31.0,services,single,high.school,no,no,no,cellular,jul,mon,287f9338-7a7a-4ba6-9274-b2b26464d064
48.0,admin.,divorced,high.school,no,no,no,telephone,jul,mon,15afa015-20d4-47f2-a705-6561155f21e7
40.0,management,married,university.degree,unknown,yes,no,cellular,jul,mon,cdd27175-c4b9-4115-ac52-708ac27b61cb
42.0,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,fc40c12a-be30-4a34-b0ea-908ca1deb2e6
37.0,technician,single,university.degree,no,yes,no,cellular,jul,mon,548c44cd-f142-4c48-8451-98fa45d7c79f
42.0,entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,e4be70fc-fe17-4d77-b43a-780766ac6087
24.0,unemployed,single,high.school,no,yes,no,telephone,jul,mon,60f45e00-94ce-4746-a776-a87bcd91099a
36.0,technician,married,university.degree,no,no,no,cellular,jul,mon,9acdbd32-482a-4d11-bfb4-a66f537ceb86
41.0,blue-collar,married,unknown,unknown,yes,no,cellular,jul,mon,985e96ac-b1ec-410e-ac1d-0072d2367756
